id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
411176894348808192,411176894348808192,2013-12-12 17:53:05 Mitteleuropäische Zeit,2013-12-12,17:53:05,+0200,93708675,haylo53,Hayley Coristine,,Photosynthesis bike purifies the air while you ride  http://t.co/n8JcgWyQxI #innovation #sustainabletransport,en,[],['http://bit.ly/1fk0kkh'],[],0,0,0,"['innovation', 'sustainabletransport']",[],https://twitter.com/haylo53/status/411176894348808192,False,,0,,,,,,,,[],,,,
410783919336730625,410783919336730625,2013-12-11 15:51:33 Mitteleuropäische Zeit,2013-12-11,15:51:33,+0200,465880805,ecoledesponts,École des Ponts ParisTech,,12-13 Dec: 1st Sess° of @OECD/@ITF_Forum Working Group/ Assessment of Policies 4 Long-term #Transition 2 #sustainabletransport w/@PJSEinfo,en,"[{'screen_name': 'oecd', 'name': 'oecd ➡️ better policies for better lives', 'id': '25390350'}, {'screen_name': 'itf_forum', 'name': 'international #transport forum 🌎', 'id': '69621923'}, {'screen_name': 'pjseinfo', 'name': 'pjse - umr8545', 'id': '1498041914'}]",[],[],0,0,0,"['transition', 'sustainabletransport']",[],https://twitter.com/EcoledesPonts/status/410783919336730625,False,,0,,,,,,,,[],,,,
410718362726330368,410718362726330368,2013-12-11 11:31:03 Mitteleuropäische Zeit,2013-12-11,11:31:03,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,Madrid's Big Plan to Swear Off Cars - @FeargusOSull  @AtlanticCities  http://t.co/5El9XQTRA3 #sustainabletransport,en,"[{'screen_name': 'feargusosull', 'name': ""feargus o'sullivan"", 'id': '366042330'}, {'screen_name': 'atlanticcities', 'name': 'the atlantic cities', 'id': '2352223932'}]",['http://www.theatlanticcities.com/commute/2013/12/madrids-big-plan-swear-cars/7744/'],[],0,0,0,['sustainabletransport'],[],https://twitter.com/GlobalFuelEcon/status/410718362726330368,False,,0,,,,,,,,[],,,,
410492249860882432,410492249860882432,2013-12-10 20:32:33 Mitteleuropäische Zeit,2013-12-10,20:32:33,+0200,245893317,fundacioforum,fundacioforum,,#Infographics Show Benefits Of Sustainable Transport #sustainabletransport @EMBARQNetwork  http://t.co/rTkEPUsb4e,en,[],['http://fb.me/2WjWLRRk1'],[],0,0,0,"['infographics', 'sustainabletransport']",[],https://twitter.com/fundacioforum/status/410492249860882432,False,,0,,,,,,,,[],,,,
410302867463880705,410302867463880705,2013-12-10 08:00:01 Mitteleuropäische Zeit,2013-12-10,08:00:01,+0200,901341156,roadsafezim,Road Safe Zimbabwe,,"#Twimbos We need #SAFE, #sustainableTransport for #EconomicDevelopment - access to jobs/services to alleviate #poverty in #Zimbabwe",en,[],[],[],0,0,0,"['twimbos', 'safe', 'sustainabletransport', 'economicdevelopment', 'poverty', 'zimbabwe']",[],https://twitter.com/RoadSafeZim/status/410302867463880705,False,,0,,,,,,,,[],,,,
410109812408848384,410109812408848384,2013-12-09 19:12:53 Mitteleuropäische Zeit,2013-12-09,19:12:53,+0200,92351100,georgiahl,Georgia,,Might just move to Curitiba for the bant #sustainabletransport #sustainablelife,en,[],[],[],1,0,0,"['sustainabletransport', 'sustainablelife']",[],https://twitter.com/GeorgiaHL/status/410109812408848384,False,,0,,,,,,,,[],,,,
410067585510948864,410067585510948864,2013-12-09 16:25:05 Mitteleuropäische Zeit,2013-12-09,16:25:05,+0200,224017694,save_kids_lives,#SaveKidsLives,,"We need SAFE, #sustainabletransport for economic #development - access to jobs/services alleviates poverty in low &amp; middle income countries",en,[],[],[],0,2,0,"['sustainabletransport', 'development']",[],https://twitter.com/Save_Kids_Lives/status/410067585510948864,False,,0,,,,,,,,[],,,,
410066361201594369,410066361201594369,2013-12-09 16:20:13 Mitteleuropäische Zeit,2013-12-09,16:20:13,+0200,55187014,jessgold,Jess Gold,,#Sustainabletransport 2 Gwizz and a Hyundai - is this a green family home I wonder?  http://t.co/nyrhz0Vz6k,en,[],[],['https://pbs.twimg.com/media/BbDZLtKCEAAqsnZ.jpg'],0,0,0,['sustainabletransport'],[],https://twitter.com/Jessgold/status/410066361201594369,False,,1,https://pbs.twimg.com/media/BbDZLtKCEAAqsnZ.jpg,,,,,,,[],,,,
410018695625187328,410018695625187328,2013-12-09 13:10:49 Mitteleuropäische Zeit,2013-12-09,13:10:49,+0200,56681004,emlgrp,EML Group,,@PVehicles - One to watch! This one will really shake up the electric vehicle market. #explosive #sustainabletransport #green #ev #electric,en,[],[],[],0,0,0,"['explosive', 'sustainabletransport', 'green', 'ev', 'electric']",[],https://twitter.com/EMLgrp/status/410018695625187328,False,,0,,,,,,,,[],,,,
410011311557181441,410011311557181441,2013-12-09 12:41:28 Mitteleuropäische Zeit,2013-12-09,12:41:28,+0200,461948635,sus_routes,Sustainable Routes,,Love a great infographic. Even better when its on #sustainabletransport  http://t.co/EeuaoCQ9xQ,en,[],['http://d243395j6jqdl3.cloudfront.net/wp-content/uploads/2013/10/inclusive-and-sustainable-transport_50986b7527030.jpg'],[],0,0,0,['sustainabletransport'],[],https://twitter.com/Sus_Routes/status/410011311557181441,False,,0,,,,,,,,[],,,,
409973364942729216,409973364942729216,2013-12-09 10:10:41 Mitteleuropäische Zeit,2013-12-09,10:10:41,+0200,224017694,save_kids_lives,#SaveKidsLives,,"'Safe, Clean, Fair &amp; Green' the #post2015 agenda for mobility launched at FIAFoundation AGM:  http://t.co/8IxyhAYQsc #sustainabletransport",en,[],['http://bit.ly/IwbDdu'],[],0,0,0,"['post2015', 'sustainabletransport']",[],https://twitter.com/Save_Kids_Lives/status/409973364942729216,False,,0,,,,,,,,[],,,,
409946808568512512,409946808568512512,2013-12-09 08:25:10 Mitteleuropäische Zeit,2013-12-09,08:25:10,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,RT @slocatcornie: Participants at UMI Conf agree we need a step change in the implementation of #sustainabletransport  http://t.co/sUOEOdUNMM,en,[],['http://www.urbanmobilityindia.in/'],[],0,0,0,['sustainabletransport'],[],https://twitter.com/GlobalFuelEcon/status/409946808568512512,False,,0,,,,,,,,[],,,,
409626570341777408,409626570341777408,2013-12-08 11:12:39 Mitteleuropäische Zeit,2013-12-08,11:12:39,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,RT @UN_Energy @UNEP #SE4ALL Video: Move Ahead! #SustainableTransport in Africa can improve mobility access&amp; pollution  http://t.co/iF6HFpsjvl,en,"[{'screen_name': 'un_energy', 'name': 'un-energy', 'id': '191373972'}, {'screen_name': 'unep', 'name': 'un environment programme', 'id': '38146999'}]",['http://vimeo.com/80302439'],[],0,4,0,"['se4all', 'sustainabletransport']",[],https://twitter.com/GlobalFuelEcon/status/409626570341777408,False,,0,,,,,,,,[],,,,
409313996660293633,409313996660293633,2013-12-07 14:30:36 Mitteleuropäische Zeit,2013-12-07,14:30:36,+0200,224017694,save_kids_lives,#SaveKidsLives,,Poor #airquality &amp; poor #roadsafety is killing millions. We need a new approach - safe &amp; clean transport for all! #sustainabletransport,en,[],[],[],0,8,1,"['airquality', 'roadsafety', 'sustainabletransport']",[],https://twitter.com/Save_Kids_Lives/status/409313996660293633,False,,0,,,,,,,,[],,,,
408980464343711744,408980464343711744,2013-12-06 16:25:15 Mitteleuropäische Zeit,2013-12-06,16:25:15,+0200,224017694,save_kids_lives,#SaveKidsLives,,RT @BIDtransporte Congrats to #BuenosAires for its nomination to the #SustainableTransport Award! @EMBARQNetwork http://bit.ly/1aE101Q,en,"[{'screen_name': 'bidtransporte', 'name': 'bid transporte', 'id': '596643219'}]",[],[],0,1,0,"['buenosaires', 'sustainabletransport']",[],https://twitter.com/Save_Kids_Lives/status/408980464343711744,False,,0,,,,,,,,[],,,,
408979179385159680,408979179385159680,2013-12-06 16:20:09 Mitteleuropäische Zeit,2013-12-06,16:20:09,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,"Looking forward to important conversations, partnerships &amp; progress on fuel economy policy &amp; #sustainabletransport in 2014",en,[],[],[],0,0,0,['sustainabletransport'],[],https://twitter.com/GlobalFuelEcon/status/408979179385159680,False,,0,,,,,,,,[],,,,
408974286880133120,408974286880133120,2013-12-06 16:00:43 Mitteleuropäische Zeit,2013-12-06,16:00:43,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,"Exciting plans for the coming year, GFEI activities across every region of the globe #sustainabletransport",en,[],[],[],0,0,0,['sustainabletransport'],[],https://twitter.com/GlobalFuelEcon/status/408974286880133120,False,,0,,,,,,,,[],,,,
408966100890959872,408966100890959872,2013-12-06 15:28:11 Mitteleuropäische Zeit,2013-12-06,15:28:11,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,Our partners are gathering in Paris today &amp; we're hearing great updates from their discussions #sustainabletransport,en,[],[],[],0,1,0,['sustainabletransport'],[],https://twitter.com/GlobalFuelEcon/status/408966100890959872,False,,0,,,,,,,,[],,,,
408921525182406656,408921525182406656,2013-12-06 12:31:03 Mitteleuropäische Zeit,2013-12-06,12:31:03,+0200,55187014,jessgold,Jess Gold,,Anyone want a cheap 1st class train ticket to Edinburgh for 30th Dec? Just £40 #bargain #sustainabletransport #newyearparty,en,[],[],[],0,0,0,"['bargain', 'sustainabletransport', 'newyearparty']",[],https://twitter.com/Jessgold/status/408921525182406656,False,,0,,,,,,,,[],,,,
408633164341706752,408633164341706752,2013-12-05 17:25:13 Mitteleuropäische Zeit,2013-12-05,17:25:13,+0200,224017694,save_kids_lives,#SaveKidsLives,,"Peñalosa's mayor, interesting approach to cars.  http://t.co/7CLVLL55dk via @guardian #Bogata #sustainabletransport",es,"[{'screen_name': 'guardian', 'name': 'the guardian', 'id': '87818409'}]",['http://gu.com/p/3kvze/tw'],[],0,0,1,"['bogata', 'sustainabletransport']",[],https://twitter.com/Save_Kids_Lives/status/408633164341706752,False,,0,,,,,,,,[],,,,
408608053215260673,408608053215260673,2013-12-05 15:45:26 Mitteleuropäische Zeit,2013-12-05,15:45:26,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,Rob de Jong from @UNEP presents joint work with FIA Foundation at our AGM #globalfueleconomy #sustainabletransport  http://t.co/71IxFB1zfg,en,"[{'screen_name': 'unep', 'name': 'un environment programme', 'id': '38146999'}]",[],['https://pbs.twimg.com/media/Bauq3AjCcAAR2R6.jpg'],0,1,0,"['globalfueleconomy', 'sustainabletransport']",[],https://twitter.com/GlobalFuelEcon/status/408608053215260673,False,,1,https://pbs.twimg.com/media/Bauq3AjCcAAR2R6.jpg,,,,,,,[],,,,
408607999704702976,408607999704702976,2013-12-05 15:45:13 Mitteleuropäische Zeit,2013-12-05,15:45:13,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,RT @BIDtransporte Congrats to #BuenosAires for its nomination to the #SustainableTransport Award! @EMBARQNetwork  http://t.co/uKqCKGKBR1,en,"[{'screen_name': 'bidtransporte', 'name': 'bid transporte', 'id': '596643219'}]",['http://bit.ly/1aE101Q'],[],0,0,0,"['buenosaires', 'sustainabletransport']",[],https://twitter.com/GlobalFuelEcon/status/408607999704702976,False,,0,,,,,,,,[],,,,
408586350078988288,408586350078988288,2013-12-05 14:19:11 Mitteleuropäische Zeit,2013-12-05,14:19:11,+0200,319043335,clearmapping,Caroline Robinson,,'Travel and the Economy' paper from @Deloitte - topics dear to my heart! @CoastProject #VEC13 #SustainableTransport,en,"[{'screen_name': 'deloitte', 'name': 'deloitte', 'id': '8457092'}, {'screen_name': 'coastproject', 'name': 'one planet tourism', 'id': '191827467'}]",[],[],0,0,1,"['vec13', 'sustainabletransport']",[],https://twitter.com/clearmapping/status/408586350078988288,False,,0,,,,,,,,[],,,,
408556425150234624,408556425150234624,2013-12-05 12:20:17 Mitteleuropäische Zeit,2013-12-05,12:20:17,+0200,48378329,globalfuelecon,Global Fuel Economy Initiative - GFEI,,Poor #airquality is killing millions. We need a new approach for safe &amp; clean transport #development for all! #sustainabletransport,en,[],[],[],0,0,0,"['airquality', 'development', 'sustainabletransport']",[],https://twitter.com/GlobalFuelEcon/status/408556425150234624,False,,0,,,,,,,,[],,,,
408536533927755776,408536533927755776,2013-12-05 11:01:14 Mitteleuropäische Zeit,2013-12-05,11:01:14,+0200,253012179,thegreenhomeuk,The Green Home,,Our guide tells you all you need to know about buying a second hand bike #sustainabletransport  http://t.co/rgBYfHwXNL,en,[],['http://ow.ly/rn4dT'],[],0,0,0,['sustainabletransport'],[],https://twitter.com/TheGreenHomeUK/status/408536533927755776,False,,0,,,,,,,,[],,,,
408494102649769984,408494102649769984,2013-12-05 08:12:38 Mitteleuropäische Zeit,2013-12-05,08:12:38,+0200,21560905,mikehawtin,Mike Hawtin,,I don't think I'll ride in to work this morning. Might take the brolly instead. #sustainabletransport,en,[],[],[],0,0,0,['sustainabletransport'],[],https://twitter.com/MikeHawtin/status/408494102649769984,False,,0,,,,,,,,[],,,,
408295086410461185,408295086410461185,2013-12-04 19:01:49 Mitteleuropäische Zeit,2013-12-04,19:01:49,+0200,253012179,thegreenhomeuk,The Green Home,,Thinking of buying a second hand bike? Our guide has everything you need to know #cycling #sustainabletransport  http://t.co/6fS5teSIjt,en,[],['http://ow.ly/rn3Xy'],[],0,1,0,"['cycling', 'sustainabletransport']",[],https://twitter.com/TheGreenHomeUK/status/408295086410461185,False,,0,,,,,,,,[],,,,
408281969206628352,408281969206628352,2013-12-04 18:09:41 Mitteleuropäische Zeit,2013-12-04,18:09:41,+0200,20062994,sustrans,Sustrans,,Our Director of International #Policy @PhilipInsall has been tweeting from #Polis13 conf on #SustainableTransport for European cities today.,en,"[{'screen_name': 'philipinsall', 'name': 'philip insall', 'id': '569148580'}]",[],[],0,0,1,"['policy', 'polis13', 'sustainabletransport']",[],https://twitter.com/sustrans/status/408281969206628352,False,,0,,,,,,,,[],,,,
408270598431727617,408270598431727617,2013-12-04 17:24:30 Mitteleuropäische Zeit,2013-12-04,17:24:30,+0200,22271825,ghostcog,Audrey Steeley,, http://t.co/voomVC0ZeS Really good ideas exchange thanks all #sustainabletransport #weirdstuffaboutthebay #artgene,en,[],['http://www.baytourism.co.uk/'],[],0,1,0,"['sustainabletransport', 'weirdstuffaboutthebay', 'artgene']",[],https://twitter.com/ghostcog/status/408270598431727617,False,,0,,,,,,,,[],,,,
408209146111332352,408209146111332352,2013-12-04 13:20:19 Mitteleuropäische Zeit,2013-12-04,13:20:19,+0200,224017694,save_kids_lives,#SaveKidsLives,,Poor #airquality &amp; poor #roadsafety is killing millions. We need a new approach - safe &amp; clean transport for all! #sustainabletransport,en,[],[],[],0,1,0,"['airquality', 'roadsafety', 'sustainabletransport']",[],https://twitter.com/Save_Kids_Lives/status/408209146111332352,False,,0,,,,,,,,[],,,,
408174861534912512,408174861534912512,2013-12-04 11:04:05 Mitteleuropäische Zeit,2013-12-04,11:04:05,+0200,1568239663,ginalclark00,Gina Clark,,"Key speakers from NYC, Singapore + the Transport Minister at this years @transportgovuk #LSTF conference #sustainabletransport #nottingham",en,"[{'screen_name': 'transportgovuk', 'name': 'department for transport', 'id': '46358463'}]",[],[],0,0,0,"['lstf', 'sustainabletransport', 'nottingham']",[],https://twitter.com/GinaLClark00/status/408174861534912512,False,,0,,,,,,,,[],,,,
407780934612967424,404537020296744960,2013-12-03 08:58:45 Mitteleuropäische Zeit,2013-12-03,08:58:45,+0200,215008118,mfitzjohn,Mark Fitzjohn,,@TheGautrain #noparking + unboxed bicycle solution for commuters = #sustainabletransport in Gauteng  http://t.co/ZaXdAHfngT,en,[],[],['https://pbs.twimg.com/media/Bai6mXDIYAAdf0R.jpg'],0,0,1,"['noparking', 'sustainabletransport']",[],https://twitter.com/mfitzjohn/status/407780934612967424,False,,1,https://pbs.twimg.com/media/Bai6mXDIYAAdf0R.jpg,,,,,,,[],,,,
407771575531085824,407771575531085824,2013-12-03 08:21:34 Mitteleuropäische Zeit,2013-12-03,08:21:34,+0200,453682136,pedalondelhi,Pedal On Delhi,,Lush greens sans traffic. What a lovely path to ride a bicycle on! What say? #SustainableTransport,en,[],[],[],1,0,0,['sustainabletransport'],[],https://twitter.com/PedalOnDelhi/status/407771575531085824,False,,0,,,,,,,,[],,,,
407499250952458240,407499250952458240,2013-12-02 14:19:27 Mitteleuropäische Zeit,2013-12-02,14:19:27,+0200,461948635,sus_routes,Sustainable Routes,,New bus service for Marlow #sustainabletransport  http://t.co/otVfkREkMK @bucksfreepress,en,"[{'screen_name': 'bucksfreepress', 'name': 'bucks free press', 'id': '36098845'}]",['http://www.bucksfreepress.co.uk/news/10847792.Double_public_transport_boost_for_Marlow/?ref=rss&utm_source=twitterfeed&utm_medium=twitter'],[],0,0,0,['sustainabletransport'],[],https://twitter.com/Sus_Routes/status/407499250952458240,False,,0,,,,,,,,[],,,,
407449630868508672,407441881321439232,2013-12-02 11:02:16 Mitteleuropäische Zeit,2013-12-02,11:02:16,+0200,335858480,nickhud_work,Nick Hudleston @work,,@ArupGroup fabulous video on #sustainabletransport,fr,[],[],[],0,0,0,['sustainabletransport'],[],https://twitter.com/NickHud_work/status/407449630868508672,False,,0,,,,,,,,[],,,,
406494321664589826,406494321664589826,2013-11-29 19:46:13 Mitteleuropäische Zeit,2013-11-29,19:46:13,+0200,596643219,bidtransporte,BID Transporte,,How to turn an ordinary bike into a smarter #bike?  http://t.co/NPPkOWs2Fv #sustainabletransport,en,[],['http://bit.ly/1ivXp7r'],[],0,0,0,"['bike', 'sustainabletransport']",[],https://twitter.com/BIDtransporte/status/406494321664589826,False,,0,,,,,,,,[],,,,
406145697420173312,406145697420173312,2013-11-28 20:40:54 Mitteleuropäische Zeit,2013-11-28,20:40:54,+0200,59792426,cscarbon,ClearstreamSolutions,,Parking spaces are now designated based on need rather than seniority at Tower Watson's office. #sustainabletransport,en,[],[],[],0,0,0,['sustainabletransport'],[],https://twitter.com/CSCarbon/status/406145697420173312,False,,0,,,,,,,,[],,,,
406114078978228225,406114078978228225,2013-11-28 18:35:16 Mitteleuropäische Zeit,2013-11-28,18:35:16,+0200,414290441,cyreneaboy,Cyrene Aboy(Lambert),,"....the awards bit coming up... Fingers crossed, good luck to all! #sustainabletransport #cycling #walking #green",en,[],[],[],0,0,0,"['sustainabletransport', 'cycling', 'walking', 'green']",[],https://twitter.com/cyreneaboy/status/406114078978228225,False,,0,,,,,,,,[],,,,
406110948811112448,406110948811112448,2013-11-28 18:22:50 Mitteleuropäische Zeit,2013-11-28,18:22:50,+0200,523686394,geogfelsted,Geography Felsted,,Felstedians aren't fans of the tube commute #worldcities #sustainabletransport  http://t.co/pVzQ9JClxd,en,[],[],['https://pbs.twimg.com/media/BaLLwZDIgAAQ8-u.jpg'],0,1,1,"['worldcities', 'sustainabletransport']",[],https://twitter.com/GeogFelsted/status/406110948811112448,False,,1,https://pbs.twimg.com/media/BaLLwZDIgAAQ8-u.jpg,,,,,,,[],,,,
406078799248633856,406078799248633856,2013-11-28 16:15:04 Mitteleuropäische Zeit,2013-11-28,16:15:04,+0200,523686394,geogfelsted,Geography Felsted,,Felsted Geographers on the DLR #sustainabletransport 🚝🚝🌍🌍  http://t.co/d8biqQgP73,en,[],[],['https://pbs.twimg.com/media/BaKuhCwIEAAeD09.jpg'],1,2,0,['sustainabletransport'],[],https://twitter.com/GeogFelsted/status/406078799248633856,False,,1,https://pbs.twimg.com/media/BaKuhCwIEAAeD09.jpg,,,,,,,[],,,,
405387107491119104,405387107491119104,2013-11-26 18:26:32 Mitteleuropäische Zeit,2013-11-26,18:26:32,+0200,616073009,totnez,TOTNEZ  907AD 🌐,,Trying to promote #SustainableTransport@fgwlee planning to target #totnes Xmas shopping night with x 15 inspectors again this year,en,[],[],[],0,0,0,"['sustainabletransport', 'totnes']",[],https://twitter.com/TOTNEZ/status/405387107491119104,False,,0,,,,,,,,[],,,,
405111693958582272,405111693958582272,2013-11-26 00:12:09 Mitteleuropäische Zeit,2013-11-26,00:12:09,+0200,1430242747,alsocutscarbon,Public Policy Plus,,It's time to push for safer cycling in London. #TfLDieIn #london #cycling #protest #sustainabletransport  http://t.co/9RC7ck0E7j,en,[],[],['https://pbs.twimg.com/media/BZ8-8HUCEAEBYnO.jpg'],0,2,0,"['tfldiein', 'london', 'cycling', 'protest', 'sustainabletransport']",[],https://twitter.com/AlsoCutsCarbon/status/405111693958582272,False,,1,https://pbs.twimg.com/media/BZ8-8HUCEAEBYnO.jpg,,,,,,,[],,,,
404927115054694400,404927115054694400,2013-11-25 11:58:42 Mitteleuropäische Zeit,2013-11-25,11:58:42,+0200,461948635,sus_routes,Sustainable Routes,,"On the day #HS2 bill is presented, the debate is raging on Twitter! #sustainabletransport",en,[],[],[],0,0,0,"['hs2', 'sustainabletransport']",[],https://twitter.com/Sus_Routes/status/404927115054694400,False,,0,,,,,,,,[],,,,
404745088183853056,404745088183853056,2013-11-24 23:55:23 Mitteleuropäische Zeit,2013-11-24,23:55:23,+0200,596643219,bidtransporte,BID Transporte,,Congratulations to Buenos Aires for its nomination to the #SustainableTransport Award! @EMBARQNetwork   http://t.co/UwV1tQGLZV,en,[],['http://bit.ly/1aE101Q'],[],0,2,0,['sustainabletransport'],[],https://twitter.com/BIDtransporte/status/404745088183853056,False,,0,,,,,,,,[],,,,
404537020296744960,404537020296744960,2013-11-24 10:08:36 Mitteleuropäische Zeit,2013-11-24,10:08:36,+0200,215008118,mfitzjohn,Mark Fitzjohn,,@TheGautrain please advise on what basis it would be feasible to allow commuters to transport unboxed bicycles #sustainabletransport,en,[],[],[],1,0,1,['sustainabletransport'],[],https://twitter.com/mfitzjohn/status/404537020296744960,False,,0,,,,,,,,[],,,,
